title,tmdbId,genres,keywords,poster_url,top_cast,director
White Squall,10534,"['Action', 'Drama']","['sailing trip', 'diary', 'sailing', 'survival', 'coming of age', 'teenage boy', 'discipline', 'squall', 'sail', 'ship captain', 'caribbean', 'male bonding', 'seasickness', 'storm at sea', '1960s']",https://image.tmdb.org/t/p/w500//5xF4qy44Lvv68glS7eHWH7laTqt.jpg,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf']",Ridley Scott
Dunston Checks In,17414,"['Adventure', 'Comedy', 'Family']","['boss', 'fistfight', 'bully', 'orangutan', 'hotel manager']",https://image.tmdb.org/t/p/w500//xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd', 'Rupert Everett']",Ken Kwapis
Black Sheep,13997,['Comedy'],"['nitrous oxide', 'candid camera', 'double act', 'political satire', 'crooked politician', 'woman director']",https://image.tmdb.org/t/p/w500//bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,"['Chris Farley', 'David Spade', 'Grant Heslov', 'Tim Matheson']",Penelope Spheeris
Nick of Time,2086,"['Crime', 'Drama', 'Thriller']","['assassination', 'train station', 'politics', 'los angeles']",https://image.tmdb.org/t/p/w500//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton', 'Christopher Walken']",John Badham
Mary Reilly,9095,"['Drama', 'Horror', 'Thriller', 'Romance']","['servant', 'monster', 'laboratory', 'jekyll and hyde', 'housemaid', '19th century']",https://image.tmdb.org/t/p/w500//eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon']",Stephen Frears
Vampire in Brooklyn,12158,"['Comedy', 'Horror', 'Romance']","['vampire', 'half vampire']",https://image.tmdb.org/t/p/w500//i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,"['Eddie Murphy', 'Angela Bassett', 'Allen Payne', 'Kadeem Hardison']",Wes Craven
Beautiful Girls,9283,"['Comedy', 'Drama', 'Romance']",['hometown'],https://image.tmdb.org/t/p/w500//sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,"['Matt Dillon', 'Noah Emmerich', 'Annabeth Gish', 'Lauren Holly']",Ted Demme
Broken Arrow,9208,"['Action', 'Adventure', 'Drama', 'Thriller']","['helicopter', 'river', 'captain', 'underground', 'mexican standoff', 'countdown', 'pilot', 'fistfight', 'canyon', 'major', 'betrayal', 'gunfight', 'train', 'explosion', 'park ranger', 'desert', 'military', 'nuclear device', 'boxing', 'stealth aircraft', 'abandoned mine', 'humvee']",https://image.tmdb.org/t/p/w500//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo']",John Woo
A Midwinter's Tale,40154,['Comedy'],"['play', 'hamlet', 'christmas', 'actor']",https://image.tmdb.org/t/p/w500//cl5WtKNYL7porHGCroRTAKCGlTM.jpg,"['Richard Briers', 'Joan Collins', 'Michael Maloney', 'Nicholas Farrell']",Kenneth Branagh
La Haine,406,['Drama'],"['paris', 'neo-nazi', 'skinhead', 'robbery', 'police brutality', 'hip-hop', 'gun', 'socially deprived family', 'breakdance', 'arabian', 'boredom', 'revenge', 'suburb', 'violence', 'police officer', 'unemployment', 'capture', 'xenophobia']",https://image.tmdb.org/t/p/w500//bW4tXG8kZ89ZCurPnzDDSzJbeF5.jpg,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili']",Mathieu Kassovitz
Heidi Fleiss: Hollywood Madam,63076,['Documentary'],"['narration', 'hollywood', 'prostitution']",https://image.tmdb.org/t/p/w500//laPSb9I8TuYslOh1OcgaTByWKnw.jpg,"['Nick Broomfield', 'Heidi Fleiss', 'Madam Alex', 'Ivan Nagy']",Nick Broomfield
City Hall,11062,"['Drama', 'Thriller']","['corruption', 'undercover', 'war on drugs', 'mayor', 'drug dealer', 'presidential election', 'undercover agent', 'investigation', 'police', 'drug']",https://image.tmdb.org/t/p/w500//g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,"['Al Pacino', 'John Cusack', 'Bridget Fonda', 'Danny Aiello']",Harold Becker
Bottle Rocket,13685,"['Comedy', 'Crime', 'Drama']","['brother brother relationship', 'robbery', 'burglar', 'language barrier', 'motel', 'independent film', 'psychiatric hospital', 'maid', 'theft', 'nervous breakdown', 'escapade', 'laundry room']",https://image.tmdb.org/t/p/w500//6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,"['Luke Wilson', 'Owen Wilson', 'Lumi Cavazos', 'Andrew Wilson']",Wes Anderson
Unforgettable,2045,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","['wife husband relationship', 'experiment', 'police', 'murder', 'suspense', 'memory', 'forensic', 'gunman', 'animal experimentation']",https://image.tmdb.org/t/p/w500//kYSNHF7ZJxiWFykmFCwdQfiQX8W.jpg,"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote', 'Christopher McDonald']",John Dahl
Happy Gilmore,9614,['Comedy'],"['loss of mother', 'loss of father', 'golf', 'sport', 'taxes']",https://image.tmdb.org/t/p/w500//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,"['Adam Sandler', 'Ben Stiller', 'Christopher McDonald', 'Julie Bowen']",Dennis Dugan
The Bridges of Madison County,688,"['Drama', 'Romance']","['farewell', 'adultery', 'love at first sight', 'photographer', 'wife husband relationship', 'iowa', ""love of one's life"", 'mother role', 'bridge', 'housewife', 'love letter', 'peasant', 'marriage crisis', 'photography', 'unsociability', 'secret love', 'nature documentary']",https://image.tmdb.org/t/p/w500//8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak']",Clint Eastwood
Muppet Treasure Island,10874,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']","['island', 'pirate gang', 'puppet', 'treasure hunt']",https://image.tmdb.org/t/p/w500//k4KW2CUkzDKaCy4H4cS02cO8gvV.jpg,"['Tim Curry', 'Kevin Bishop', 'Jennifer Saunders', 'Billy Connolly']",Brian Henson
Braveheart,197,"['Action', 'Drama', 'History', 'War']","['individual', 'scotland', 'in love with enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']",https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan']",Mel Gibson
Taxi Driver,103,"['Crime', 'Drama']","['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']",https://image.tmdb.org/t/p/w500//ekstpH614fwDX8DUln1a2Opz0N8.jpg,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster']",Martin Scorsese
Rumble in the Bronx,33542,"['Crime', 'Action', 'Comedy', 'Thriller']","['new york', 'martial arts', 'supermarket', 'gang war', 'disabled child', 'gang', 'wedding', 'diamond', 'bronx', 'duringcreditsstinger']",https://image.tmdb.org/t/p/w500//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung']",Stanley Tong
Margaret's Museum,71754,['Drama'],"['mining', 'dance lesson', 'coal mining', 'bagpipes']",https://image.tmdb.org/t/p/w500//is6iFhO7kBUPrGqJYSdpWsJyYls.jpg,"['Helena Bonham Carter', 'Clive Russell', 'Craig Olejnik', 'Kate Nelligan']",Mort Ransen
Anne Frank Remembered,51352,"['Documentary', 'Drama', 'Foreign']","['fascism', 'auschwitz', 'typhus', 'victim', 'interview', 'prejudice', 'burglary', 'rabbit']",https://image.tmdb.org/t/p/w500//6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg,"['Kenneth Branagh', 'Glenn Close']",Jon Blair
The Young Poisoner's Handbook,16934,"['Comedy', 'Crime', 'Drama']","['london england', 'poison', 'based on true story', 'murder', 'serial killer', 'mental institution', 'teenager', 'psychiatrist', 'stepmother', 'social misfit']",https://image.tmdb.org/t/p/w500//d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg,"['Tobias Arnold', 'Ruth Sheen', 'Roger Lloyd Pack', ""Hugh O'Conor""]",Benjamin Ross
If Lucy Fell,10324,"['Comedy', 'Romance']","['roommate', 'single', 'love', 'independent film', 'best friend', 'brooklyn bridge']",https://image.tmdb.org/t/p/w500//ig5LhLEnlt7QCyYjgui082fO4ih.jpg,"['Sarah Jessica Parker', 'Elle Macpherson', 'Scarlett Johansson', 'Eric Schaeffer']",Eric Schaeffer
Steal Big Steal Little,78406,"['Comedy', 'Drama']","['brother brother relationship', 'twin brother', 'lawyer', 'estate', 'santa barbara california']",https://image.tmdb.org/t/p/w500//83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg,"['Andy García', 'Alan Arkin', 'Rachel Ticotin', 'Joe Pantoliano']",Andrew Davis
Boomerang,11066,"['Comedy', 'Romance']","['role of women', 'ladykiller', 'success', ""ladies' man"", 'chefin', 'casanova', 'womanizer']",https://image.tmdb.org/t/p/w500//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,"['Eddie Murphy', 'Robin Givens', 'Halle Berry', 'David Alan Grier']",Reginald Hudlin
Chungking Express,11104,"['Drama', 'Comedy', 'Romance']","['ex-girlfriend', 'drug smuggle', 'girlfriend', 'snack bar', 'romance', 'hong kong', 'pineapple', 'expiration date', 'flight attendant']",https://image.tmdb.org/t/p/w500//43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,"['Brigitte Lin', 'Tony Leung Chiu-Wai', 'Faye Wong', 'Takeshi Kaneshiro']",Wong Kar-wai
Flirting with Disaster,2074,"['Comedy', 'Romance']","['lsd', 'looking for  birth parents', 'half-brother', 'independent film']",https://image.tmdb.org/t/p/w500//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni', 'Mary Tyler Moore']",David O. Russell
The Neverending Story III: Escape from Fantasia,27793,['Fantasy'],"['flying', 'magic']",https://image.tmdb.org/t/p/w500//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,"['Jason James Richter', 'Melody Kay', 'Kevin McNulty', 'Tracey Ellis']",Peter MacDonald
Angela,32622,"['Comedy', 'Drama']","['independent film', 'woman director']",https://image.tmdb.org/t/p/w500//1UxqC7TS1o1hzaPkc1Q0LsW0yUS.jpg,"['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Levine', 'John Ventimiglia']",Rebecca Miller
Frankie Starlight,73067,"['Drama', 'Romance', 'War']","['boy', 'writer', 'ireland', 'flashback', 'troop ship']",https://image.tmdb.org/t/p/w500//6v3VxWhFsr2Qx8qIQkG4WL3f76X.jpg,"['Matt Dillon', 'Corban Walker', 'Gabriel Byrne', 'Anne Parillaud']",Michael Lindsay-Hogg
Jade,11863,"['Action', 'Thriller', 'Mystery', 'Romance']","['callgirl', 'san francisco', 'investigation', 'murder']",https://image.tmdb.org/t/p/w500//lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri', 'Michael Biehn']",William Friedkin
Down Periscope,9101,['Comedy'],"['submarine', 'u.s. navy', 'misfit']",https://image.tmdb.org/t/p/w500//tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg,"['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider', 'Harry Dean Stanton']",David S. Ward
Man of the Year,5757,['Comedy'],"['homosexuality', 'independent film', 'mockumentary']",https://image.tmdb.org/t/p/w500//jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,"['Dirk Shafer', 'Mary Stein', 'Claudette Sutherland', 'Cal Bartlett']",Dirk Shafer
Up Close & Personal,9302,"['Drama', 'Romance']","['skab under tv', 'foran', 'nederste hylde']",https://image.tmdb.org/t/p/w500//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,"['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing', 'Joe Mantegna']",Jon Avnet
The Birdcage,11000,['Comedy'],"['gay', 'drag queen', 'homophobia', 'florida', 'coming out', 'senator', 'politician', 'lgbt', 'crossdressing', '1990s']",https://image.tmdb.org/t/p/w500//bEyK1K1EgWapeKgkcOLC1ejl9nj.jpg,"['Robin Williams', 'Gene Hackman', 'Nathan Lane', 'Dianne Wiest']",Mike Nichols
The Brothers McMullen,16388,"['Comedy', 'Drama', 'Romance']","['love', 'independent film', 'best friend', 'true love', 'irish catholic']",https://image.tmdb.org/t/p/w500//6oWsOJP0ed5gs8n2UywcailoxFN.jpg,"['Shari Albert', 'Maxine Bahns', 'Catharine Bolz', 'Connie Britton']",Edward Burns
Bad Boys,9737,"['Action', 'Comedy', 'Crime', 'Thriller']","['miami', 'detective', 'handcuffs', 'airport', 'mexican standoff', 'strip club', 'witness protection', 'car crash', 'internal affairs', 'gunfight', 'explosion', 'brutality', 'foot chase', 'car chase', 'drug lord', 'hangar', 'loose cannon', 'bust', 'reference to skittles', 'black cop', 'badge', 'action hero', 'corrupt cop']",https://image.tmdb.org/t/p/w500//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,"['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo']",Michael Bay
The Amazing Panda Adventure,30765,"['Action', 'Adventure', 'Drama', 'Family']","['china', 'panda', 'poacher']",https://image.tmdb.org/t/p/w500//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,"['Stephen Lang', 'Ryan Slater', 'Yi Ding', 'Brian Wagner']",Christopher Cain
The Basketball Diaries,10474,"['Drama', 'Crime']","['sport', 'basketball', 'addiction', 'friends', 'drug']",https://image.tmdb.org/t/p/w500//AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg,"['Leonardo DiCaprio', 'Lorraine Bracco', 'James Madio', 'Mark Wahlberg']",Scott Kalvert
An Awfully Big Adventure,22279,"['Romance', 'Drama', 'Comedy']","['england', 'based on novel', 'liverpool', 'theatre company', '1940s']",https://image.tmdb.org/t/p/w500//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,"['Alan Rickman', 'Hugh Grant', 'Georgina Cates', 'Rita Tushingham']",Mike Newell
Amateur,30157,"['Crime', 'Comedy', 'Drama', 'Thriller']",['independent film'],https://image.tmdb.org/t/p/w500//b9MEES9I2WNjEWULdKsqiHIGQlC.jpg,"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn', 'Damian Young']",Hal Hartley
Apollo 13,568,['Drama'],"['moon', 'florida', 'nasa', 'spaceman', 'race against time', 'houston', 'based on true story', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturn v rocket', 'courage', 'hypothermia', 'apollo program', 'cape kennedy', 'lunar mission', 'spacecraft accident']",https://image.tmdb.org/t/p/w500//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']",Ron Howard
Rob Roy,11780,['Adventure'],"['scotland', 'biography', '18th century', 'highlands', 'violent man']",https://image.tmdb.org/t/p/w500//4QuypgbNYmPECAAHnV3QY8qEpOz.jpg,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth']",Michael Caton-Jones
The Addiction,34996,"['Drama', 'Horror']","['new york', 'philosophy', 'vampire', 'blood', 'student', 'violence']",https://image.tmdb.org/t/p/w500//1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg,"['Lili Taylor', 'Christopher Walken', 'Annabella Sciorra', 'Edie Falco']",Abel Ferrara
Batman Forever,414,"['Action', 'Crime', 'Fantasy']","['riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure']",https://image.tmdb.org/t/p/w500//klm0mzHyOdYrLKXoRKD0ODCdvDG.jpg,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman']",Joel Schumacher
Belle de Jour,649,"['Drama', 'Romance']","['prostitute', 'adultery', 'double life', 'dual identity', 'jealousy', 'wife husband relationship', 'brothel', 'dream', ""women's sexual identity"", 'fantasy', 'masochism', 'independent film']",https://image.tmdb.org/t/p/w500//iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,"['Catherine Deneuve', 'Michel Piccoli', 'Jean Sorel', 'Geneviève Page']",Luis Buñuel
Beyond Rangoon,1873,"['Drama', 'Thriller']","['burma', 'rangoon', 'doctor']",https://image.tmdb.org/t/p/w500//xTiy5kSP3Hetig7xB4E8INq5ron.jpg,"['Patricia Arquette', 'Frances McDormand', 'U Aung Ko', 'Spalding Gray']",John Boorman
Blue in the Face,5894,['Comedy'],"['smoking', 'corner shop', 'cigarette', 'tobacco', 'cigar', 'independent film']",https://image.tmdb.org/t/p/w500//yBFNJA95MNiasdNUPCU6otdtJE8.jpg,"['Harvey Keitel', 'Lou Reed', 'Michael J. Fox', 'Roseanne Barr']",Paul Auster
Casper,8839,"['Fantasy', 'Comedy', 'Family']","['halloween', 'friendship', 'supernatural', 'afterlife', 'friends', 'danger', 'ghost', 'disorder', 'young heroes', 'imaginary', 'supernatural ability', 'mischievous children']",https://image.tmdb.org/t/p/w500//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle']",Brad Silberling
Clockers,20649,"['Mystery', 'Crime', 'Drama']","['drug pusher', 'train', 'drug', 'drug lord']",https://image.tmdb.org/t/p/w500//c79uqLJleho2a7OQayfrW5Ypphf.jpg,"['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer']",Spike Lee
Congo,10329,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['gorilla', 'kongo', 'diamond mine', 'diamond']",https://image.tmdb.org/t/p/w500//9mqMitlulCpsttWr2fVzXFlbPKm.jpg,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry']",Frank Marshall
Crimson Tide,8963,"['Action', 'Thriller', 'Drama']","['submarine', 'mutiny', 'russia', 'missile', 'nuclear missile', 'embassy', 'u.s. navy', 'battle for power', 'torpedo', 'military', 'moral dilemma', 'post cold war', 'aircraft carrier', 'chain of command', 'launch code', 'sonar']",https://image.tmdb.org/t/p/w500//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,"['Denzel Washington', 'Gene Hackman', 'Matt Craven', 'George Dzundza']",Tony Scott
Crumb,26564,['Documentary'],"['underground', 'biography', 'art']",https://image.tmdb.org/t/p/w500//oJWGWzaYdYG4mkQK6sbus5Tenho.jpg,"['Robert Crumb', 'Aline Kominsky', 'Charles Crumb', 'Maxon Crumb']",Terry Zwigoff
Desperado,8068,"['Thriller', 'Action', 'Crime']","['gunslinger', 'anti terror', 'ambush', 'mexico', 'showdown', 'guitar', 'nudity', 'hitman', 'bartender', 'revenge', 'tragic hero', 'shootout', 'mariachi', 'explosion', 'extreme violence', 'brutality', 'drug lord', 'leg brace', 'concealed weapon', 'flashback', 'bookstore']",https://image.tmdb.org/t/p/w500//e3gwpBeXpvGZsxUya9zNym5QXrw.jpg,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin']",Robert Rodriguez
Devil in a Blue Dress,8512,"['Drama', 'Mystery', 'Thriller']","['jazz club', 'murder', 'los angeles', 'private detective', 'film noir', 'neo-noir']",https://image.tmdb.org/t/p/w500//5lcJhwKGavLbPva17QkTBhLfqEk.jpg,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle']",Carl Franklin
Die Hard: With a Vengeance,1572,"['Action', 'Thriller']","['bomb', 'taxi', 'riddle', 'robbery', 'detective', 'helicopter', 'gold', 'subway', 'ship', 'fistfight', 'police', 'sequel', 'deception', 'shootout', 'new york city', 'explosion', 'violence', 'car chase', 'fbi agent', 'simon says', 'flashback', 'dump truck', 'aqueduct', 'action hero', 'federal reserve bank']",https://image.tmdb.org/t/p/w500//sOqB9iMEcbGhAgH70dbs8U58UW5.jpg,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene']",John McTiernan
The Doom Generation,13552,"['Action', 'Comedy', 'Crime', 'Drama']","['sex', 'eroticism', 'nudity', 'nazis', 'suspense', 'drifter', 'voyeur']",https://image.tmdb.org/t/p/w500//mcISIatRSaP30WZQh1G4ZqLVWQA.jpg,"['Rose McGowan', 'James Duval', 'Johnathon Schaech', 'Cress Williams']",Gregg Araki
First Knight,6520,"['Action', 'Adventure', 'Drama', 'Romance']","['camelot', 'knight', 'king arthur', 'excalibur', 'knights of the round table']",https://image.tmdb.org/t/p/w500//xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross']",Jerry Zucker
Free Willy 2 - The Adventure Home,9073,['Adventure'],"['human animal relationship', 'whale', 'killer whale']",https://image.tmdb.org/t/p/w500//3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg,"['Jason James Richter', 'Michael Madsen', 'Jayne Atkinson', 'August Schellenberg']",Dwight H. Little
Hackers,10428,"['Action', 'Crime', 'Thriller', 'Drama']","['female nudity', 'hacker', 'nudity', 'computer virus', 'virtual reality', 'computer', 'sexual fantasy', 'prank', 'internet', 'cyberpunk', 'teenager', 'new york city', 'secret service', 'computer hacker', 'dream sequence']",https://image.tmdb.org/t/p/w500//qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard']",Iain Softley
Jeffrey,17447,"['Comedy', 'Drama', 'Romance']","['gay', 'aids', 'based on play or musical', 'hiv positive']",https://image.tmdb.org/t/p/w500//tHcKImp3QqG7UWdv3PzEHZX8oHT.jpg,"['Steven Weber', 'Patrick Stewart', 'Michael T. Weiss', 'Sigourney Weaver']",Christopher Ashley
Johnny Mnemonic,9886,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']","['brain', 'childhood memory', 'dystopia', 'pharmaceutical industry', 'computer chip', 'courier', 'cyber', 'cyberpunk']",https://image.tmdb.org/t/p/w500//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,"['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T']",Robert Longo
Judge Dredd,9482,['Science Fiction'],"['judge', 'post-apocalyptic', 'dystopia', 'based on comic', 'police officer', 'based on graphic novel', 'frame up', 'dystopic future', 'framed for murder', 'gene', 'prosthetic limb', 'post holocaust', 'dna testing', 'dredd', '2000 ad']",https://image.tmdb.org/t/p/w500//aja6BILb8Efe4eJksiPs5pHd5ai.jpg,"['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider']",Danny Cannon
